,edge,edge_text,variables,variables_text
336,(warns/Pd.sox.|f--3s-/en carter/Cp.s/en china/Cp.s/en (against/T/en (building/P.o.|pg----/en (of/Br.ma/en (+/B.am/. great/Cp.s/en wall/Cp.s/en) (+/B.am/. self/Cc.s/en isolation/Cc.s/en))))),Carter warns China against building 'Great Wall of self-isolation,"[{'PRED': ['warns/Pd.sox.|f--3s-/en'], 'SOURCE': ['carter/Cp.s/en'], 'TARGET': ['china/Cp.s/en'], 'TOPIC': [['building/P.o.|pg----/en'], [['of/Br.ma/en'], [['+/B.am/.'], ['great/Cp.s/en'], ['wall/Cp.s/en']], [['+/B.am/.'], ['self/Cc.s/en'], ['isolation/Cc.s/en']]]]}]","[{'PRED': 'warns', 'SOURCE': 'Carter', 'TARGET': 'China', 'TOPIC': ""building 'Great Wall of self-isolation""}]"
337,(warns/Pd.sox.|f--3s-/en china/Cp.s/en india/Cp.s/en (against/T/en (deploying/P.o.|pg----/en (in/Br.ma/en (+/B.am/. brahmos/Cp.s/en (+/B.am/. cruise/Cc.s/en missile/Cc.s/en)) arunachal/Cp.s/en)))),China warns India against deploying BrahMos cruise missile in Arunachal,"[{'PRED': ['warns/Pd.sox.|f--3s-/en'], 'SOURCE': ['china/Cp.s/en'], 'TARGET': ['india/Cp.s/en'], 'TOPIC': [['deploying/P.o.|pg----/en'], [['in/Br.ma/en'], [['+/B.am/.'], ['brahmos/Cp.s/en'], [['+/B.am/.'], ['cruise/Cc.s/en'], ['missile/Cc.s/en']]], ['arunachal/Cp.s/en']]]}]","[{'PRED': 'warns', 'SOURCE': 'China', 'TARGET': 'India', 'TOPIC': 'deploying BrahMos cruise missile in Arunachal'}]"
338,(warns/Pd.sox.|f--3s-/en china/Cp.s/en japan/Cp.s/en (over/T/en ((abroad/M/en expanding/P.o.|pg----/en) (military/Ma/en role/Cc.s/en)))),China warns Japan over expanding military role abroad,"[{'PRED': ['warns/Pd.sox.|f--3s-/en'], 'SOURCE': ['china/Cp.s/en'], 'TARGET': ['japan/Cp.s/en'], 'TOPIC': [[['abroad/M/en'], ['expanding/P.o.|pg----/en']], [['military/Ma/en'], ['role/Cc.s/en']]]}]","[{'PRED': 'warns', 'SOURCE': 'China', 'TARGET': 'Japan', 'TOPIC': 'expanding military role abroad'}]"
339,(warns/Pd.sox.|f--3s-/en china/Cp.s/en soros/Cp.s/en (against/T/en (declaring/P.ox.|pg----/en war/Cc.s/en (on/T/en (its/Mp/en currency/Cc.s/en))))),China warns Soros against ‘declaring war on its currency,"[{'PRED': ['warns/Pd.sox.|f--3s-/en'], 'SOURCE': ['china/Cp.s/en'], 'TARGET': ['soros/Cp.s/en'], 'TOPIC': [['declaring/P.ox.|pg----/en'], ['war/Cc.s/en'], [['on/T/en'], [['its/Mp/en'], ['currency/Cc.s/en']]]]}]","[{'PRED': 'warns', 'SOURCE': 'China', 'TARGET': 'Soros', 'TOPIC': 'declaring war on its currency'}]"
340,(warns/Pd.sox.|f--3s-/en france/Cp.s/en russia/Cp.s/en (against/T/en (meddling/P.x.|pg----/en (in/T/en election/Cc.s/en)))),France warns Russia against meddling in election,"[{'PRED': ['warns/Pd.sox.|f--3s-/en'], 'SOURCE': ['france/Cp.s/en'], 'TARGET': ['russia/Cp.s/en'], 'TOPIC': [['meddling/P.x.|pg----/en'], [['in/T/en'], ['election/Cc.s/en']]]}]","[{'PRED': 'warns', 'SOURCE': 'France', 'TARGET': 'Russia', 'TOPIC': 'meddling in election'}]"
341,(warns/Pd.sox.|f--3s-/en germany/Cp.s/en turkey/Cp.s/en (against/T/en (blackmailing/P.o.|pg----/en eu/Cp.s/en))),Germany warns Turkey against 'blackmailing EU,"[{'PRED': ['warns/Pd.sox.|f--3s-/en'], 'SOURCE': ['germany/Cp.s/en'], 'TARGET': ['turkey/Cp.s/en'], 'TOPIC': [['blackmailing/P.o.|pg----/en'], ['eu/Cp.s/en']]}]","[{'PRED': 'warns', 'SOURCE': 'Germany', 'TARGET': 'Turkey', 'TOPIC': 'blackmailing EU'}]"
342,(warns/Pd.sox.|f--3s-/en germany/Cp.s/en uk/Cp.s/en (over/T/en (leaving/P.o.|pg----/en eu/Cp.s/en))),Germany warns UK over leaving EU,"[{'PRED': ['warns/Pd.sox.|f--3s-/en'], 'SOURCE': ['germany/Cp.s/en'], 'TARGET': ['uk/Cp.s/en'], 'TOPIC': [['leaving/P.o.|pg----/en'], ['eu/Cp.s/en']]}]","[{'PRED': 'warns', 'SOURCE': 'Germany', 'TARGET': 'UK', 'TOPIC': 'leaving EU'}]"
343,(warns/Pd.sox.|f--3s-/en iran/Cp.s/en bahrain/Cp.s/en (over/T/en (revoking/P.o.|pg----/en ('s/Bp.am/en (+/B.am/. shia/Cp.s/en cleric/Cc.s/en) citizenship/Cc.s/en)))),Iran warns Bahrain over revoking Shia cleric's citizenship,"[{'PRED': ['warns/Pd.sox.|f--3s-/en'], 'SOURCE': ['iran/Cp.s/en'], 'TARGET': ['bahrain/Cp.s/en'], 'TOPIC': [['revoking/P.o.|pg----/en'], [[""'s/Bp.am/en""], [['+/B.am/.'], ['shia/Cp.s/en'], ['cleric/Cc.s/en']], ['citizenship/Cc.s/en']]]}]","[{'PRED': 'warns', 'SOURCE': 'Iran', 'TARGET': 'Bahrain', 'TOPIC': ""revoking Shia cleric's citizenship""}]"
344,(warns/Pd.sox.|f--3s-/en israel/Cp.s/en arabs/Cp.p/en (against/T/en (bashing/P.ox.|pg----/en it/Ci/en (at/T/en (+/B.am/. u%2en%2e/Cm/en (nuclear/Ma/en meeting/Cc.s/en)))))),Israel warns Arabs against 'bashing' it at U.N. nuclear meeting,"[{'PRED': ['warns/Pd.sox.|f--3s-/en'], 'SOURCE': ['israel/Cp.s/en'], 'TARGET': ['arabs/Cp.p/en'], 'TOPIC': [['bashing/P.ox.|pg----/en'], ['it/Ci/en'], [['at/T/en'], [['+/B.am/.'], ['u%2en%2e/Cm/en'], [['nuclear/Ma/en'], ['meeting/Cc.s/en']]]]]}]","[{'PRED': 'warns', 'SOURCE': 'Israel', 'TARGET': 'Arabs', 'TOPIC': ""bashing' it at U.N. nuclear meeting""}]"
345,(warns/Pd.sox.|f--3s-/en kerry/Cp.s/en afghanistan/Cp.s/en (as/T/en (rally/Pd.sx.|f-----/en thousands/Cc.p/en (in/T/en (of/Br.ma/en support/Cc.s/en abdullah/Cp.s/en))))),Kerry warns Afghanistan as thousands rally in support of Abdullah,"[{'PRED': ['warns/Pd.sox.|f--3s-/en'], 'SOURCE': ['kerry/Cp.s/en'], 'TARGET': ['afghanistan/Cp.s/en'], 'TOPIC': [['rally/Pd.sx.|f-----/en'], ['thousands/Cc.p/en'], [['in/T/en'], [['of/Br.ma/en'], ['support/Cc.s/en'], ['abdullah/Cp.s/en']]]]}]","[{'PRED': 'warns', 'SOURCE': 'Kerry', 'TARGET': 'Afghanistan', 'TOPIC': 'thousands rally in support of Abdullah'}]"
346,(warns/Pd.sox.|f--3s-/en kremlin/Cp.s/en ukraine/Cp.s/en (against/T/en (joining/P.o.|pg----/en nato/Cp.s/en))),Kremlin warns Ukraine against joining NATO,"[{'PRED': ['warns/Pd.sox.|f--3s-/en'], 'SOURCE': ['kremlin/Cp.s/en'], 'TARGET': ['ukraine/Cp.s/en'], 'TOPIC': [['joining/P.o.|pg----/en'], ['nato/Cp.s/en']]}]","[{'PRED': 'warns', 'SOURCE': 'Kremlin', 'TARGET': 'Ukraine', 'TOPIC': 'joining NATO'}]"
347,(warns/Pd.sox.|f--3s-/en obama/Cp.s/en china/Cp.s/en (against/T/en (throwing/P.ox.|pg----/en elbows/Cc.p/en (in/T/en (+/B.am/. sea/Cc.s/en dispute/Cc.s/en))))),Obama warns China against 'throwing elbows' in sea dispute,"[{'PRED': ['warns/Pd.sox.|f--3s-/en'], 'SOURCE': ['obama/Cp.s/en'], 'TARGET': ['china/Cp.s/en'], 'TOPIC': [['throwing/P.ox.|pg----/en'], ['elbows/Cc.p/en'], [['in/T/en'], [['+/B.am/.'], ['sea/Cc.s/en'], ['dispute/Cc.s/en']]]]}]","[{'PRED': 'warns', 'SOURCE': 'Obama', 'TARGET': 'China', 'TOPIC': ""throwing elbows' in sea dispute""}]"
348,(warns/Pd.sox.|f--3s-/en obama/Cp.s/en nato/Cp.s/en (about/T/en (cutting/P.o.|pg----/en (+/B.am/. defense/Cc.s/en spending/Cc.s/en)))),Obama warns NATO about cutting defense spending,"[{'PRED': ['warns/Pd.sox.|f--3s-/en'], 'SOURCE': ['obama/Cp.s/en'], 'TARGET': ['nato/Cp.s/en'], 'TOPIC': [['cutting/P.o.|pg----/en'], [['+/B.am/.'], ['defense/Cc.s/en'], ['spending/Cc.s/en']]]}]","[{'PRED': 'warns', 'SOURCE': 'Obama', 'TARGET': 'NATO', 'TOPIC': 'cutting defense spending'}]"
349,(warns/Pd.sox.|f--3s-/en obama/Cp.s/en putin/Cp.s/en (on/T/en (intervening/P.x.|pg----/en (in/T/en ('s/Bp.am/en syria/Cp.s/en (civil/Ma/en war/Cc.s/en)))))),Obama warns Putin on intervening in Syria's civil war,"[{'PRED': ['warns/Pd.sox.|f--3s-/en'], 'SOURCE': ['obama/Cp.s/en'], 'TARGET': ['putin/Cp.s/en'], 'TOPIC': [['intervening/P.x.|pg----/en'], [['in/T/en'], [[""'s/Bp.am/en""], ['syria/Cp.s/en'], [['civil/Ma/en'], ['war/Cc.s/en']]]]]}]","[{'PRED': 'warns', 'SOURCE': 'Obama', 'TARGET': 'Putin', 'TOPIC': ""intervening in Syria's civil war""}]"
350,(warns/Pd.sox.|f--3s-/en putin/Cp.s/en israel/Cp.s/en (off/T/en (targeting/P.ox.|pg----/en (iranian/Ma/en targets/Cc.p/en) (in/T/en syria/Cp.s/en)))),Putin warns Israel off targeting Iranian targets in Syria,"[{'PRED': ['warns/Pd.sox.|f--3s-/en'], 'SOURCE': ['putin/Cp.s/en'], 'TARGET': ['israel/Cp.s/en'], 'TOPIC': [['targeting/P.ox.|pg----/en'], [['iranian/Ma/en'], ['targets/Cc.p/en']], [['in/T/en'], ['syria/Cp.s/en']]]}]","[{'PRED': 'warns', 'SOURCE': 'Putin', 'TARGET': 'Israel', 'TOPIC': 'targeting Iranian targets in Syria'}]"
351,(warns/Pd.sox.|f--3s-/en putin/Cp.s/en kiev/Cp.s/en (against/T/en (defaulting/P.x.|pg----/en (on/T/en (+/B.am/. gas/Cc.s/en debts/Cc.p/en))))),Putin warns Kiev against defaulting on gas debts,"[{'PRED': ['warns/Pd.sox.|f--3s-/en'], 'SOURCE': ['putin/Cp.s/en'], 'TARGET': ['kiev/Cp.s/en'], 'TOPIC': [['defaulting/P.x.|pg----/en'], [['on/T/en'], [['+/B.am/.'], ['gas/Cc.s/en'], ['debts/Cc.p/en']]]]}]","[{'PRED': 'warns', 'SOURCE': 'Putin', 'TARGET': 'Kiev', 'TOPIC': 'defaulting on gas debts'}]"
352,(warns/Pd.sox.|f--3s-/en putin/Cp.s/en ukraine/Cp.s/en (against/T/en (implementing/P.o.|pg----/en (+/B.am/. eu/Cp.s/en deal/Cc.s/en)))),Putin warns Ukraine against implementing EU deal,"[{'PRED': ['warns/Pd.sox.|f--3s-/en'], 'SOURCE': ['putin/Cp.s/en'], 'TARGET': ['ukraine/Cp.s/en'], 'TOPIC': [['implementing/P.o.|pg----/en'], [['+/B.am/.'], ['eu/Cp.s/en'], ['deal/Cc.s/en']]]}]","[{'PRED': 'warns', 'SOURCE': 'Putin', 'TARGET': 'Ukraine', 'TOPIC': 'implementing EU deal'}]"
353,(warns/Pd.sox.|f--3s-/en russia/Cp.s/en finland/Cp.s/en (against/T/en (joining/P.o.|pg----/en nato/Cp.s/en))),Russia warns Finland against joining NATO,"[{'PRED': ['warns/Pd.sox.|f--3s-/en'], 'SOURCE': ['russia/Cp.s/en'], 'TARGET': ['finland/Cp.s/en'], 'TOPIC': [['joining/P.o.|pg----/en'], ['nato/Cp.s/en']]}]","[{'PRED': 'warns', 'SOURCE': 'Russia', 'TARGET': 'Finland', 'TOPIC': 'joining NATO'}]"
354,(warns/Pd.sox.|f--3s-/en russia/Cp.s/en uk/Cp.s/en (against/T/en (arming/P.o.|pg----/en (syrian/Ma/en rebels/Cc.p/en)))),Russia warns UK against arming Syrian rebels,"[{'PRED': ['warns/Pd.sox.|f--3s-/en'], 'SOURCE': ['russia/Cp.s/en'], 'TARGET': ['uk/Cp.s/en'], 'TOPIC': [['arming/P.o.|pg----/en'], [['syrian/Ma/en'], ['rebels/Cc.p/en']]]}]","[{'PRED': 'warns', 'SOURCE': 'Russia', 'TARGET': 'UK', 'TOPIC': 'arming Syrian rebels'}]"
355,(warns/Pd.sox.|f--3s-/en xi/Cp.s/en obama/Cp.s/en (against/T/en (threatening/P.o.|pg----/en (%26/J/en (’s/Bp.am/en china/Cp.s/en sovereignty/Cc.s/en) (national/Ma/en interests/Cc.p/en))))),Xi warns Obama against threatening China’s sovereignty & national interests,"[{'PRED': ['warns/Pd.sox.|f--3s-/en'], 'SOURCE': ['xi/Cp.s/en'], 'TARGET': ['obama/Cp.s/en'], 'TOPIC': [['threatening/P.o.|pg----/en'], [['%26/J/en'], [['’s/Bp.am/en'], ['china/Cp.s/en'], ['sovereignty/Cc.s/en']], [['national/Ma/en'], ['interests/Cc.p/en']]]]}]","[{'PRED': 'warns', 'SOURCE': 'Xi', 'TARGET': 'Obama', 'TOPIC': 'threatening China’s sovereignty & national interests'}]"
356,(warns/Pd.sox?.|f--3s-/en putin/Cp.s/en ukraine/Cp.s/en (against/T/en (implementing/P.o.|pg----/en (+/B.am/. eu/Cp.s/en deal/Cc.s/en))) -letter/C/en),Putin warns Ukraine against implementing EU deal -letter,"[{'PRED': ['warns/Pd.sox?.|f--3s-/en'], 'SOURCE': ['putin/Cp.s/en'], 'TARGET': ['ukraine/Cp.s/en'], 'TOPIC': [['implementing/P.o.|pg----/en'], [['+/B.am/.'], ['eu/Cp.s/en'], ['deal/Cc.s/en']]]}]","[{'PRED': 'warns', 'SOURCE': 'Putin', 'TARGET': 'Ukraine', 'TOPIC': 'implementing EU deal'}]"
357,(warns/Pd.soxx.|f--3s-/en china/Cp.s/en japan/Cp.s/en (of/T/en (a/Md/en (harsh/Ma/en response/Cc.s/en))) (if/T/en (decides/Pd.sr.|f--3s-/en it/Ci/en ((to/Mi/en sail/P.x.-i-----/en) (with/T/en (in/Br.ma/en (+/B.am/. us/Cp.s/en warships/Cc.p/en) (+/B.am/. (+/B.am/. south/Cp.s/en china/Cp.s/en) sea/Cp.s/en))))))),China warns Japan of a harsh response if it decides to sail with US warships in South China Sea,"[{'PRED': ['warns/Pd.soxx.|f--3s-/en'], 'SOURCE': ['china/Cp.s/en'], 'TARGET': ['japan/Cp.s/en'], 'TOPIC': [['decides/Pd.sr.|f--3s-/en'], ['it/Ci/en'], [[['to/Mi/en'], ['sail/P.x.-i-----/en']], [['with/T/en'], [['in/Br.ma/en'], [['+/B.am/.'], ['us/Cp.s/en'], ['warships/Cc.p/en']], [['+/B.am/.'], [['+/B.am/.'], ['south/Cp.s/en'], ['china/Cp.s/en']], ['sea/Cp.s/en']]]]]]}]","[{'PRED': 'warns', 'SOURCE': 'China', 'TARGET': 'Japan', 'TOPIC': 'it decides to sail with US warships in South China Sea'}]"
358,(warns/Pd.soxx.|f--3s-/en eu/Cp.s/en poland/Cp.s/en (on/T/en (of/Br.ma/en rule/Cc.s/en law/Cc.s/en)) (as/T/en (escalates/Pd.s.|f--3s-/en (constitutional/Ma/en crisis/Cc.s/en)))),EU warns Poland on rule of law as constitutional crisis escalates,"[{'PRED': ['warns/Pd.soxx.|f--3s-/en'], 'SOURCE': ['eu/Cp.s/en'], 'TARGET': ['poland/Cp.s/en'], 'TOPIC': [['escalates/Pd.s.|f--3s-/en'], [['constitutional/Ma/en'], ['crisis/Cc.s/en']]]}]","[{'PRED': 'warns', 'SOURCE': 'EU', 'TARGET': 'Poland', 'TOPIC': 'constitutional crisis escalates'}]"
359,(warns/Pd.soxx.|f--3s-/en g7/Cp.s/en russia/Cp.s/en (of/T/en (more/Mc/en sanctions/Cc.p/en)) (if/T/en (escalates/Pd.s.|f--3s-/en (ukraine/Ma/en crisis/Cc.s/en)))),G7 warns Russia of more sanctions if Ukraine crisis escalates,"[{'PRED': ['warns/Pd.soxx.|f--3s-/en'], 'SOURCE': ['g7/Cp.s/en'], 'TARGET': ['russia/Cp.s/en'], 'TOPIC': [['escalates/Pd.s.|f--3s-/en'], [['ukraine/Ma/en'], ['crisis/Cc.s/en']]]}]","[{'PRED': 'warns', 'SOURCE': 'G7', 'TARGET': 'Russia', 'TOPIC': 'Ukraine crisis escalates'}]"
360,(warns/Pd.soxx.|f--3s-/en kerry/Cp.s/en israel/Cp.s/en (of/T/en (possible/Ma/en chaos/Cc.s/en)) (if/T/en (collapses/Pd.s.|f--3s-/en (+/B.am/. palestinian/Cp.s/en authority/Cp.s/en)))),Kerry warns Israel of possible ‘chaos’ if Palestinian Authority collapses,"[{'PRED': ['warns/Pd.soxx.|f--3s-/en'], 'SOURCE': ['kerry/Cp.s/en'], 'TARGET': ['israel/Cp.s/en'], 'TOPIC': [['collapses/Pd.s.|f--3s-/en'], [['+/B.am/.'], ['palestinian/Cp.s/en'], ['authority/Cp.s/en']]]}]","[{'PRED': 'warns', 'SOURCE': 'Kerry', 'TARGET': 'Israel', 'TOPIC': 'Palestinian Authority collapses'}]"
361,(warns/Pd.soxx.|f--3s-/en turkey/Cp.s/en russia/Cp.s/en (over/T/en (+/B.am/. airspace/Cc.s/en violations/Cc.p/en)) (as/T/en (widen/Pd.s.|f-----/en (+/B.am/. syria/Cp.s/en airstrikes/Cc.p/en)))),Turkey warns Russia over airspace violations as Syria airstrikes widen,"[{'PRED': ['warns/Pd.soxx.|f--3s-/en'], 'SOURCE': ['turkey/Cp.s/en'], 'TARGET': ['russia/Cp.s/en'], 'TOPIC': [['widen/Pd.s.|f-----/en'], [['+/B.am/.'], ['syria/Cp.s/en'], ['airstrikes/Cc.p/en']]]}]","[{'PRED': 'warns', 'SOURCE': 'Turkey', 'TARGET': 'Russia', 'TOPIC': 'Syria airstrikes widen'}]"
362,(warns/Pd.xsor.|f--3s-/en (after/T/en (telling/Pd.sor.|pg----/en washington/Cp.s/en pakistan/Cp.s/en (that/T/en ((will/Mm/en have/P.sr.-i-----/en) it/Ci/en ((to/Mi/en fund/P.xx.-i-----/en) (for/T/en f-16s/Cc.p/en) (on/T/en (its/Mp/en own/Ca/en))))))) pakistan/Cp.s/en washington/Cp.s/en ((will/Mm/en acquire/P.sox.-i-----/en) it/Ci/en f-16s/Cc.p/en (from/T/en elsewhere/C/en))),"After Washington telling Pakistan that it will have to fund for F-16s on its own, Pakistan warns' Washington it will acquire F-16s from elsewhere","[{'PRED': ['warns/Pd.xsor.|f--3s-/en'], 'SOURCE': ['pakistan/Cp.s/en'], 'TARGET': ['washington/Cp.s/en'], 'TOPIC': [['telling/Pd.sor.|pg----/en'], ['washington/Cp.s/en'], ['pakistan/Cp.s/en'], [['that/T/en'], [[['will/Mm/en'], ['have/P.sr.-i-----/en']], ['it/Ci/en'], [[['to/Mi/en'], ['fund/P.xx.-i-----/en']], [['for/T/en'], ['f-16s/Cc.p/en']], [['on/T/en'], [['its/Mp/en'], ['own/Ca/en']]]]]]]}]","[{'PRED': 'Warns', 'SOURCE': 'Pakistan', 'TARGET': 'Washington', 'TOPIC': 'Washington telling Pakistan that it will have to fund for F-16s on its own'}]"
